,종목_list,2018_매출액,2019_매출액,2020_매출액,2021_매출액,2018_유동자산,2019_유동자산,2020_유동자산,2021_유동자산,2018_유동부채,2019_유동부채,2020_유동부채,2021_유동부채,2018_총자산,2019_총자산,2020_총자산,2021_총자산,2018_총부채,2019_총부채,2020_총부채,2021_총부채,2017_roa,2018_roa,2019_roa,2020_roa,2021_roa,2018_이익잉여금,2019_이익잉여금,2020_이익잉여금,2021_이익잉여금
558,종근당바이오,"1,245","1,372","1,246","1,422",783,800,884,"1,043",236,450,461,443,"1,845","2,333","2,835","2,985",369,749,"1,147","1,370",4.5,4.4,5.9,2.4,-2.3,"1,092","1,200","1,259","1,189"
559,종근당홀딩스,"5,311","7,206","8,581","9,260","2,887","3,358","3,944","4,369","1,433","2,395","2,804","3,177","8,714","10,747","12,585","13,676","2,007","3,347","4,182","5,277",8.8,6.3,8.2,9.7,2.0,"2,404","2,812","3,548","3,644"
560,주연테크,443,419,627,882,323,398,414,478,103,114,124,84,607,618,576,597,160,190,199,144,-11.7,-8.8,-7.8,-5.0,5.3,-145,-191,-218,-188
561,지엠비코리아,"4,572","4,775","4,458","5,313","2,088","2,149","2,254","2,592","1,646","1,730","1,836","2,224","4,752","4,869","4,885","5,225","2,441","2,532","2,604","2,738",2.5,-0.2,0.4,-1.6,2.1,"2,031","2,052","1,995","2,141"
562,지역난방공사,"24,873","23,679","20,989","25,368","6,420","5,905","5,839","7,115","9,591","9,150","9,209","15,147","56,580","58,926","60,731","65,174","40,978","43,632","42,694","46,942",1.3,-4.0,-0.4,0.5,0.3,"13,907","13,610","13,848","13,979"
563,지코,796,783,707,731,144,181,139,93,200,383,487,102,637,738,636,478,369,545,541,155,-9.5,4.8,-16.3,-16.1,-29.8,-117,-242,-341,-504
564,지투알,"5,382","5,421","3,756","4,585","5,949","4,623","4,891","5,162","4,915","3,538","3,772","3,943","6,328","5,037","5,304","5,649","5,024","3,608","3,850","4,037",2.1,2.5,2.7,1.8,3.2,684,799,844,979
565,진도,"1,201",779,545,590,"1,036",889,739,816,547,434,302,346,"1,607","1,451","1,285","1,364",560,450,314,358,6.2,3.5,-1.8,-1.3,2.7,287,235,205,242
566,진양산업,594,618,643,764,198,239,319,308,126,106,202,204,507,545,707,779,153,135,273,304,3.6,4.9,13.0,8.2,8.3,251,306,335,371
567,진양폴리,301,351,371,531,71,83,98,124,130,73,82,98,350,434,448,481,160,168,179,186,1.5,2.7,19.3,3.7,8.2,116,192,195,220
568,진양홀딩스,"2,418","2,253","2,115","2,248","1,553","1,298","1,393","1,650","1,023",932,"1,014","1,145","4,962","5,139","5,480","5,661","1,371","1,413","1,593","1,760",3.2,0.9,4.5,5.7,2.7,"1,559","1,627","1,801","1,806"
571,진원생명과학,343,412,415,387,382,366,"1,088","1,332",188,227,367,345,493,512,"1,366","2,495",199,271,381,440,-42.6,-25.1,-15.2,-19.9,-8.3,-537,-623,-816,-993
573,참엔지니어링,"2,067","1,125","1,687","1,506","2,086","1,677","4,683","4,219","1,098",850,947,774,"7,697","7,154","7,506","6,991","6,853","6,363","6,638","6,135",2.0,1.9,-2.2,0.9,-0.2,-179,-378,-331,-355
575,센트럴인사이트,360,412,292,182,378,176,74,104,420,345,108,85,725,511,207,324,482,440,116,103,-8.0,2.2,-26.6,-32.6,-24.8,-237,-396,-230,-295
576,체시스,556,502,429,142,221,180,204,173,453,358,303,299,886,819,812,767,619,591,479,462,-2.1,-4.1,-4.9,-2.8,-6.5,-23,-63,-84,-110
577,카카오,"24,170","30,701","41,568","61,367","28,590","28,297","44,629","81,022","19,093","21,338","26,276","52,461","79,595","87,373","119,540","227,796","23,324","29,971","45,262","91,896",2.1,0.2,-4.1,1.7,9.5,"4,534","1,482","3,163","17,096"
579,케이씨,"5,261","5,119","5,764","5,538","2,748","3,304","4,349","4,025","1,054","1,027","1,273","1,153","5,744","6,805","8,734","9,645","1,581","1,732","2,144","2,172",20.0,44.7,9.1,7.4,6.9,"3,821","4,280","4,948","5,430"
581,케이탑리츠,110,143,212,320,87,86,123,94,596,792,"1,081","1,055","2,022","2,108","2,295","2,489","1,383","1,423","1,508","1,614",,,,,,183,220,309,387
583,엘브이엠씨홀딩스,"2,940","3,637","2,742","1,442","3,676","3,277","3,041","2,623","2,270","2,803","2,292","2,162","6,537","6,788","6,477","6,878","2,940","3,529","2,890","2,523",2.1,-7.6,-8.4,-3.7,-3.1,"1,979","1,470","1,157","1,119"
584,코리아써키트,"5,358","5,434","9,021","14,242","2,328","2,257","4,899","6,162",872,614,"3,158","3,336","5,005","4,797","9,217","10,646","1,127",884,"3,554","4,126",5.5,-5.3,0.4,-1.7,7.3,"2,214","2,294","2,378","2,965"
587,코스맥스,"12,597","13,307","13,829","15,915","5,958","6,183","6,226","7,922","6,504","7,164","7,181","7,877","10,615","12,044","11,890","14,119","8,197","8,879","9,171","9,465",1.9,2.1,1.6,-2.4,2.6,"1,348","1,615","1,738","2,481"
588,코스맥스비티아이,"4,383","4,684","5,259","5,760","2,068","2,353","2,466","2,740","4,096","4,375","4,243","4,228","8,798","8,927","8,816","9,547","5,200","5,367","5,493","6,128",0.8,1.6,-1.6,-1.9,0.5,"1,017",994,891,"1,010"
590,코스모화학,"6,781","4,068","3,555","5,126","1,254","1,518","2,037","1,992","2,010","1,795","2,640","2,552","4,930","5,170","6,685","6,813","3,305","2,858","4,185","3,785",5.9,-1.9,-2.9,-2.6,3.5,"-1,013",-498,-290,-207
591,코아스,"1,086","1,129",982,"1,108",384,358,298,339,517,466,447,556,785,773,732,793,551,520,492,603,-0.7,-0.2,2.7,-2.3,-6.9,-1,21,9,-42
592,코오롱,"43,245","42,844","48,902","54,104","12,555","13,203","13,520","14,228","19,318","20,913","22,101","20,468","34,739","36,186","37,081","39,663","26,447","28,967","28,491","29,149",2.8,-0.1,-0.6,4.6,4.4,"2,220","1,869","3,217","4,551"
593,코오롱글로벌,"33,583","34,841","39,282","47,495","9,485","9,939","11,159","11,705","12,579","12,858","15,388","14,282","20,334","22,054","24,699","25,757","15,867","17,504","19,836","19,624",0.7,0.7,1.6,3.4,5.4,"1,898","2,130","2,787","4,083"
595,코오롱인더,"44,598","44,072","39,703","46,621","19,552","20,791","18,700","22,132","23,244","22,450","21,544","22,324","55,729","52,931","50,437","56,013","33,643","31,668","27,516","30,507",2.3,0.8,0.4,4.0,3.8,"9,888","10,131","11,885","13,545"
596,코오롱플라스틱,"3,213","3,303","2,952","4,053","1,208","1,185","1,079","1,709",991,931,697,"1,181","3,410","3,387","3,179","3,691","1,436","1,411","1,197","1,485",5.3,3.5,1.6,0.9,6.3,755,758,764,986
597,코웨이,"27,073","30,189","32,374","36,643","8,437","7,669","8,969","11,065","12,343","15,868","14,173","12,932","23,789","28,550","30,290","38,006","12,912","17,778","15,390","18,962",15.8,15.4,12.7,13.8,13.6,"9,668","9,540","13,652","17,573"
598,콤텍시스템,"1,252","2,388","2,386","3,825",875,"1,189","1,310","2,400",330,626,764,"1,573","1,135","1,615","1,853","3,491",366,666,861,"1,816",0.7,6.0,0.8,-0.5,1.7,281,279,274,374
599,쿠쿠홀딩스,"4,933","5,283","5,878","6,851","2,474","2,670","3,263","4,022",901,948,"1,194","1,366","7,470","8,126","9,251","10,709","1,376","1,389","1,642","1,842",75.1,13.7,10.2,12.3,14.5,"10,611","11,210","12,069","13,317"
601,크라운해태홀딩스,"10,921","9,045","9,232","9,282","2,810","2,440","2,237","2,606","4,458","4,389","3,625","4,194","12,865","12,382","10,934","11,157","7,928","7,783","6,062","6,264",14.1,0.8,-1.8,3.5,1.0,"2,457","2,201","2,395","2,426"
602,키움증권,"2,425","3,024","3,856","5,157","52,653","52,776","120,124","162,214", , , , ,"186,643","239,438","375,909","453,011", , , , ,54.4,24.2,28.5,24.6,11.8,243,245,282,366
603,아센디오,181,302,215,216,805,464,173,440,690,637,53,216,"1,242",568,274,681,719,663,74,229,-35.6,-21.8,-71.3,-14.0,-13.8,-598,"-1,215","-1,281",-114
604,태경산업,"5,635","5,196","4,306","5,168","1,992","2,341","2,167","2,478","1,829","1,618","1,466","1,659","5,427","5,614","5,413","5,847","2,324","2,182","1,957","1,992",1.3,2.8,4.6,1.6,5.0,"1,737","1,789","1,790","1,922"
605,태경케미컬,474,418,471,541,197,511,520,623,91,98,91,105,"1,232","1,356","1,407","1,607",152,171,165,198,1.5,2.5,7.6,5.6,7.2,665,773,831,932
606,태광산업,"31,088","22,607","17,406","25,918","20,724","19,458","16,286","21,721","7,685","5,626","3,719","5,933","45,027","43,571","40,602","49,238","9,977","8,733","6,776","9,515",4.5,5.8,3.8,3.7,7.1,"30,119","31,435","33,082","36,839"
607,태림포장,"6,087","5,729","5,620","7,129","1,520","1,260","1,148","1,532","2,286","2,141","1,876","2,046","6,068","5,663","5,668","6,009","2,692","2,454","2,424","2,573",-0.1,4.6,3.7,0.8,3.6,"2,421","2,234","2,255","2,409"
608,태양금속,"4,492","4,709","4,044","4,630","2,010","1,804","1,837","1,980","2,367","2,446","2,627","2,723","3,963","3,899","4,423","4,477","2,985","3,218","3,428","3,553",-1.1,-1.4,-5.9,-2.3,-2.8,622,343,234,145
609,태영건설,"36,911","29,671","22,815","27,517","27,908","35,284","25,012","20,097","18,865","26,382","19,347","19,641","49,586","59,161","37,983","37,348","34,763","43,447","31,515","30,256",3.0,5.0,1.8,11.0,1.7,"9,193","10,068","15,498","16,175"
611,태평양물산,"9,721","9,716","7,850","8,929","2,947","3,122","3,448","4,071","3,455","3,665","3,681","3,251","5,565","6,133","6,760","7,650","4,055","4,290","4,987","6,001",1.8,1.9,1.9,-1.9,-2.0,550,672,519,396
612,테이팩스,"1,085","1,126","1,188","1,549",304,471,661,749,422,178,389,260,"1,602","1,450","1,626","1,808",671,443,482,495,4.7,3.2,5.0,9.0,11.0,132,208,345,510
613,텔코웨어,421,418,364,348,908,705,823,783,122,146,117,111,"1,258","1,274","1,231","1,222",151,163,131,128,4.5,5.2,3.4,1.5,1.5,"1,012","1,015","1,004",998
614,토니모리,"1,810","1,720","1,135","1,146","1,005","1,208",780,656,574,904,900,657,"2,042","2,409","1,942","2,021",987,"1,423","1,270","1,068",-2.9,-3.9,-2.6,-18.2,-4.7,514,442,70,9
616,티에이치엔,"3,728","4,022","3,464","4,027","1,104","1,382","1,395","1,771","1,377","1,478","1,318","1,748","2,124","2,654","2,796","3,399","1,721","2,024","2,128","2,522",1.5,2.3,7.2,-6.3,5.4,78,217,78,240
617,티웨이홀딩스,"7,375","8,173","2,769","2,267","3,410","2,737","1,370","1,255","1,770","2,626","2,116","2,641","4,975","8,710","7,661","8,053","2,126","6,252","6,284","7,160",15.6,8.5,-7.0,-17.6,-20.8,-170,-432,"-1,287","-2,030"
620,팜스코,"10,157","11,650","13,339","15,369","4,118","4,433","4,683","6,138","4,860","6,321","5,909","7,606","8,832","9,792","9,893","11,076","5,733","6,793","6,822","7,937",5.7,0.4,-0.9,1.2,0.2,"2,272","2,153","2,224","2,238"
621,팬오션,"26,684","24,679","24,972","46,161","6,922","6,795","6,625","13,587","6,705","7,091","6,043","11,494","41,195","44,542","46,593","64,888","14,591","15,546","18,527","28,919",3.4,3.7,3.5,2.0,9.9,852,"2,360","3,286","8,513"
624,페이퍼코리아,"4,123","2,656","4,841","4,353","3,377","3,729","2,490","2,411","4,218","3,354","2,914","1,957","5,884","6,279","5,089","4,972","5,606","6,148","4,808","4,518",-17.8,-6.1,-4.6,0.0,1.8,"-1,638","-1,762","-1,212","-1,122"
625,평화산업,"3,358","3,533","3,386","4,241",934,"1,039","1,152","1,229","1,397","1,369","1,475","1,410","1,784","1,942","2,032","2,201","1,562","1,607","1,776","1,941",-4.6,-24.7,-3.9,-3.9,0.1,-479,-549,-628,-624
626,평화홀딩스,"5,560","5,811","5,211","6,277","1,970","2,047","2,741","2,646","2,876","3,485","3,588","3,467","4,954","5,029","5,223","5,181","3,562","3,789","4,031","4,170",-1.1,-12.7,-4.4,-1.7,-3.0,495,333,283,27
627,포스코스틸리온,"9,403","9,167","9,073","13,473","2,519","3,078","3,054","4,323","1,964","2,519","2,303","2,614","4,542","5,034","4,854","5,864","2,355","2,823","2,581","2,640",4.2,2.5,0.5,1.4,18.4,"1,358","1,337","1,401","2,377"
628,포스코인터내셔널,"251,739","244,226","214,724","339,489","59,802","50,323","47,646","71,552","54,211","35,612","33,974","56,693","98,810","89,594","83,280","107,707","69,915","59,114","51,672","72,586",1.9,1.2,2.2,2.7,3.7,"17,323","18,575","20,082","22,925"
629,풀무원,"22,720","23,815","23,112","25,189","4,705","4,678","6,304","7,110","5,252","6,212","7,768","8,038","12,169","14,846","16,936","19,694","7,713","10,215","11,806","13,796",2.8,1.0,-0.6,0.7,0.0,"2,590","2,247","2,426","2,472"
630,풍산,"27,745","24,513","25,936","35,095","13,616","12,452","13,020","18,595","8,398","7,633","7,473","11,088","26,681","25,625","25,520","31,483","12,888","11,787","11,056","14,626",5.5,2.3,0.7,2.8,8.5,"7,427","7,326","8,104","10,336"
631,풍산홀딩스,"3,061","2,644","2,659","4,878","1,796","2,417","2,341","1,964","1,016","1,680","1,981",865,"8,793","9,386","9,753","10,520","1,659","2,163","2,474","1,557",8.6,4.2,2.7,1.4,17.1,"4,297","4,351","4,470","5,963"
632,KH 필룩스,"1,100","1,351","1,188","1,202","1,380","1,284","1,036","1,571","1,325","1,398","1,035","1,059","3,041","4,168","3,831","5,394","1,441","1,444","1,131","1,121",2.1,-4.5,-3.2,-11.8,-0.4,313,196,-283,-271
636,하나투어,"8,283","6,146","1,096",403,"4,977","4,082","2,083","1,662","4,136","4,075","1,733","1,725","7,161","10,076","7,033","4,306","4,762","7,897","5,779","3,728",2.3,1.6,-1.4,-25.6,-12.4,"1,182",969,-795,465
637,하이골드12호,81,105,74,34,8,9,27,367,46,70,44,41,369,364,343,367,46,70,44,41,,,,,,-339,-360,-373,-322
640,하이스틸,"1,705","2,143","1,617","2,262",807,832,865,926,580,592,849,688,"2,330","2,343","2,397","2,597","1,046","1,067","1,136","1,219",3.4,-3.0,0.0,-0.5,4.6,701,698,683,796
642,하이트진로,"18,856","20,351","22,563","22,029","10,650","7,823","8,994","13,043","16,685","13,589","14,356","18,368","34,281","32,709","32,978","36,311","22,658","22,377","22,235","25,379",0.4,0.6,-1.3,2.6,2.1,"1,763","2,389","2,811","3,025"
643,하이트진로홀딩스,"18,767","20,263","22,470","21,920","10,837","8,051","9,178","13,188","21,885","16,587","18,387","23,548","39,893","38,367","39,050","42,363","28,935","28,541","28,446","31,489",-0.2,0.2,-1.0,2.8,1.7,"5,735","5,268","5,856","6,101"
644,한국가스공사,"261,850","249,826","208,337","275,208","99,249","92,328","75,279","131,477","98,712","89,005","72,128","140,217","396,897","393,119","359,098","436,699","311,917","311,653","281,746","345,506",-3.1,1.4,0.2,-0.4,2.4,"54,979","53,977","51,908","61,853"
645,한국공항,"5,261","5,038","3,032","3,455","2,015","2,037","2,004","1,771",478,497,843,396,"4,244","4,647","4,254","3,839","1,053","1,417","1,528",938,5.7,4.5,3.7,-10.7,0.8,"2,550","2,591","2,100","2,304"
647,한국내화,"2,397","2,224","2,037","2,717",678,702,667,"1,246",311,539,205,666,"2,046","2,093","2,028","3,579",751,688,586,"1,041",5.5,3.4,2.1,0.7,2.0,914,940,957,"1,064"
648,한국단자,"7,464","7,721","8,025","9,622","4,189","3,994","4,856","5,514","1,302","1,225","1,634","1,948","8,605","8,856","9,852","11,252","1,696","1,754","2,210","2,830",5.9,4.6,3.7,6.2,6.0,"6,577","6,817","7,327","7,882"
649,한국석유,"4,813","4,854","4,840","6,289","1,525","1,416","1,664","1,788","1,088",875,"1,390","1,285","3,073","2,928","3,165","3,421","1,596","1,541","1,725","1,882",3.6,1.5,-2.6,2.1,3.4,"1,426","1,340","1,399","1,502"
653,한국전력,"606,276","591,729","585,693","605,748","197,451","194,830","205,619","220,508","218,415","242,317","258,812","317,322","1,852,491","1,975,978","2,031,421","2,111,089","1,141,563","1,287,081","1,324,753","1,457,970",0.8,-0.6,-1.2,1.0,-2.5,"515,191","492,021","511,336","452,470"
654,한국전자홀딩스,"2,342","2,170","2,215","3,312","1,733","1,610","1,913","2,305",855,"1,004",956,"1,127","3,908","3,899","4,122","4,636","1,267","1,476","2,047","1,537",1.2,0.3,-6.1,-8.7,6.7,45,-90,-140,90
655,한국제지,"6,779","7,234","7,166","2,031","3,649","3,856","3,793","3,843","2,149","2,439","2,692","2,537","7,714","7,582","8,506","8,650","2,508","2,717","3,635","3,718",2.3,1.1,-4.3,-2.5,2.3,"4,474","4,119","3,893","3,930"
658,한국주철관,"4,174","4,372","3,283","5,102","1,752","1,746","1,873","2,277",763,686,656,627,"3,520","3,567","3,575","4,231",831,786,731,762,3.3,2.1,4.0,2.9,16.9,"1,569","1,651","1,719","2,333"
660,한국카본,"2,267","2,734","4,117","3,678","1,901","2,213","2,563","2,478",475,667,753,940,"3,601","3,976","4,783","4,984",564,849,978,"1,094",0.2,-0.8,4.7,13.1,2.9,"2,186","2,275","2,786","2,847"
661,한국콜마,"13,579","13,789","13,221","15,863","5,552","6,460","7,752","8,829","5,173","7,074","6,868","8,886","21,864","24,003","24,896","26,060","13,766","15,524","14,904","12,465",8.4,2.6,1.5,6.6,1.7,"2,132","2,323","3,824","4,028"
662,한국콜마홀딩스,"5,617","4,995","6,755","6,740","2,301","3,071","4,059","3,199","2,169","3,494","3,625","3,011","8,817","10,919","12,185","12,097","3,863","4,913","4,309","3,551",7.9,11.1,7.2,13.4,4.8,"1,711","2,062","3,152","3,295"
663,한국타이어앤테크놀로지,"67,951","68,833","64,531","71,411","36,638","41,137","46,882","55,092","20,226","21,311","17,810","18,692","97,964","101,646","106,585","117,039","30,061","29,774","32,464","34,988",6.3,5.5,4.3,3.7,5.4,"39,959","43,437","46,653","51,906"
664,한국앤컴퍼니,"8,480","8,476","8,192","9,633","5,904","5,244","5,989","6,303","1,969","1,351","2,029","2,420","34,986","36,071","37,925","40,812","2,627","2,285","2,920","3,458",7.6,6.4,4.6,4.9,5.1,"18,843","20,086","21,515","23,025"
667,한국프랜지,"7,937","9,540","8,816","10,039","3,433","3,703","3,851","4,017","3,983","3,600","3,725","4,065","6,406","6,523","6,680","6,994","4,202","4,241","4,310","4,368",-3.6,-0.2,1.7,1.7,2.9,"1,566","1,639","1,728","1,926"
668,한국항공우주,"27,860","31,102","28,251","25,623","24,095","26,548","31,523","36,810","16,678","22,029","26,234","28,001","37,559","43,671","51,591","58,552","27,030","31,840","39,248","45,578",-7.6,1.6,4.1,1.5,1.0,"4,160","5,483","6,009","6,748"
669,한국화장품,"1,539","1,312",725,670,619,476,470,300,375,378,404,235,950,813,754,485,422,461,459,265,4.1,-8.0,-19.5,-9.8,-11.8,270,94,23,-45
672,한독,"4,467","4,730","5,036","5,176","2,838","3,096","3,282","3,255","2,575","2,679","2,277","2,778","6,526","7,487","8,189","8,416","3,392","4,047","4,371","4,576",0.6,1.1,4.8,3.4,0.4,"2,371","2,604","2,847","2,889"
673,한라,"12,997","13,049","15,509","14,753","10,295","6,871","7,867","7,943","12,716","9,861","8,753","6,541","17,938","15,882","16,536","15,214","15,281","13,271","12,794","11,048",2.2,-0.6,0.2,6.8,6.3,"-1,374","-1,298",-217,211
674,한라홀딩스,"8,865","7,984","7,358","10,412","3,685","3,223","3,721","4,758","2,903","4,945","4,721","5,227","17,241","17,604","19,615","22,950","8,589","8,743","10,746","12,805",2.3,0.7,2.4,2.4,5.0,"6,392","6,430","6,649","7,444"
675,한미글로벌,"2,077","2,947","2,326","2,701","1,539","1,332","1,344","1,375","1,000",482,791,"1,016","2,097","2,036","2,187","2,853","1,064",795,899,"1,411",6.1,3.8,11.3,4.9,6.4,637,833,904,"1,009"
676,한미반도체,"2,171","1,204","2,574","3,732","1,134","1,295","2,089","2,498",293,318,676,807,"2,460","2,575","3,270","4,293",305,378,699,825,3.3,18.6,7.7,17.2,27.6,"2,039","2,089","2,152","2,826"
677,한미사이언스,"7,080","8,166","8,574","9,502","2,445","2,171","2,157","2,226","2,272","2,282","2,201","2,210","9,165","9,108","9,232","9,499","2,635","2,651","2,645","2,596",3.2,1.9,3.4,2.5,4.6,"3,429","3,559","3,679","3,971"
678,한미약품,"10,160","11,137","10,759","12,032","5,641","6,622","6,144","7,040","4,350","4,718","5,335","6,489","16,912","19,137","18,820","19,367","9,020","10,914","10,501","10,085",4.2,2.0,3.5,0.9,4.3,"2,878","3,238","3,341","3,969"
679,한샘,"19,285","16,984","20,675","22,312","4,398","4,787","5,209","4,575","2,999","4,073","4,395","3,917","9,402","12,026","12,295","12,464","3,657","5,893","6,006","6,247",10.2,9.4,4.0,5.5,4.6,"6,679","6,945","7,383","7,748"
680,한섬,"12,992","12,598","11,959","13,874","6,811","7,198","8,197","8,818","2,283","2,180","2,309","2,463","12,727","13,236","14,385","15,571","2,820","2,781","3,125","3,167",4.7,5.7,6.6,6.2,7.5,"8,732","9,488","10,243","11,287"
682,한세실업,"17,127","16,150","16,983","16,720","8,259","7,397","6,589","7,700","5,888","6,410","4,808","6,419","11,707","11,795","10,211","12,162","6,781","7,245","5,997","7,518",3.7,-4.2,-1.5,2.4,6.0,"3,669","3,501","3,699","4,206"
683,한세엠케이,"3,230","3,075","2,202","2,077","1,551","1,362","1,063",967,561,761,631,777,"2,056","1,847","1,497","1,291",571,841,718,821,3.4,1.9,-22.4,-13.8,-22.2,"1,263",801,573,270
684,한세예스24홀딩스,"25,215","27,367","27,979","27,989","10,753","9,943","10,465","11,225","9,036","9,469","8,801","10,266","16,783","17,314","18,400","22,413","10,606","11,355","10,942","12,919",3.5,-2.7,0.2,4.0,3.7,"2,431","2,537","3,115","3,369"
685,한솔PNS,"2,484","2,339","2,448","2,629",751,876,894,736,507,598,603,534,913,"1,034","1,071","1,097",528,624,635,597,2.4,3.7,3.2,2.8,3.3,139,165,188,219
686,한솔로지스틱스,"4,342","4,607","5,096","7,470",924,991,"1,208","1,783",583,907,"1,118","1,665","1,268","1,668","1,960","2,666",705,"1,197","1,413","1,880",3.0,1.3,4.0,4.8,10.2,947,847,927,"1,143"
687,한솔제지,"19,766","16,791","15,099","18,342","6,055","5,890","5,670","6,637","7,979","7,216","6,183","7,274","17,927","17,433","17,404","18,878","12,052","11,312","11,056","12,085",2.7,2.3,2.3,3.4,0.8,956,"1,213","1,634","1,601"
688,한솔케미칼,"5,819","5,443","6,193","7,687","1,565","3,067","3,077","4,113","1,650","1,943","1,716","1,997","7,917","9,392","9,992","11,972","3,445","4,186","3,769","4,293",8.2,8.9,10.5,13.4,14.5,"3,027","3,718","4,708","5,959"
689,한솔테크닉스,"8,419","9,722","11,949","14,906","2,160","2,113","3,111","4,680","2,489","1,986","2,343","3,333","5,130","4,953","5,914","7,887","3,112","2,335","3,123","5,104",3.7,-3.9,1.3,4.8,-1.4,251,409,699,594
690,한솔홀딩스,"6,020","3,463","3,595","4,136","2,535","2,104","1,670","1,653","5,572","1,784",926,884,"13,474","6,664","6,271","6,537","9,154","2,103","1,007","1,044",-4.8,-2.8,2.6,11.2,3.7,648,886,"1,493","4,154"
691,한솔홈데코,"2,969","2,639","2,532","2,633",843,754,787,982,679,915,761,"1,018","3,081","2,958","2,950","3,147","1,464","1,416","1,404","1,548",1.1,3.8,-1.5,0.2,1.8,478,412,417,473
692,한신공영,"21,422","16,233","15,569","13,111","11,680","9,174","10,241","12,772","9,350","7,324","7,825","8,600","17,784","16,510","17,343","21,199","13,324","11,372","11,135","14,422",4.2,8.8,4.2,6.2,2.3,"3,195","3,830","4,873","5,333"
693,한신기계,533,528,516,544,652,622,647,693,78,106,95,109,907,940,952,"1,011",109,130,129,151,5.1,3.7,1.8,3.7,4.2,557,568,593,625
695,한온시스템,"59,376","71,542","68,728","73,514","28,592","29,224","34,647","35,517","18,671","20,915","27,184","28,135","53,558","70,824","78,074","82,337","32,241","47,449","55,680","57,571",7.5,6.0,5.2,1.5,3.9,"21,796","23,182","22,573","23,684"
696,한올바이오파마,918,"1,085",886,"1,016","1,284","1,343","1,294","1,188",218,274,231,221,"1,623","1,914","2,201","1,985",454,510,389,350,4.0,2.0,10.8,9.6,4.3,-213,-31,176,264
697,한익스프레스,"5,659","5,774","6,153","7,763",905,958,"1,081","1,386","1,245","1,194","1,933","2,447","1,996","2,758","3,017","3,748","1,326","2,039","2,331","3,013",4.0,2.7,2.1,-0.7,1.2,594,636,603,633
698,한일홀딩스,"11,867","16,518","15,334","17,670","11,777","11,161","11,278","10,384","6,193","7,443","7,326","6,773","32,542","33,000","33,201","32,638","15,294","15,576","14,967","13,337",2.4,15.8,1.5,3.3,2.8,"19,400","19,376","19,737","20,064"
699,한일철강,"1,686","1,730","1,571","2,486",687,797,654,"1,099",975,980,765,891,"3,122","3,194","2,951","3,387","1,508","1,703","1,463","1,610",3.0,-2.6,-3.5,-1.6,8.1,"1,417","1,305","1,256","1,505"
700,한전KPS,"12,425","12,470","13,032","13,806","6,361","7,834","7,600","8,001","2,704","2,490","2,556","2,677","12,809","13,594","13,499","14,269","2,968","2,960","2,982","3,149",11.9,13.0,11.6,6.4,7.1,"9,762","10,551","10,434","11,036"
701,한전기술,"4,337","4,486","4,317","4,331","2,814","2,576","2,379","2,564","2,484","2,235","1,873","1,836","7,715","7,352","7,003","7,055","3,101","2,430","2,012","1,921",4.2,1.7,3.5,2.8,2.3,"4,644","4,952","5,021","5,165"
702,한전산업,"2,625","2,896","3,293","3,211",889,950,871,881,450,496,537,526,"1,485","1,667","1,636","1,633",731,814,804,781,9.2,8.0,10.7,8.2,5.2,593,686,670,686
703,한진,"19,508","20,623","22,157","25,041","4,404","4,176","5,779","7,022","7,830","5,162","7,552","8,659","26,614","35,484","37,887","38,776","15,943","24,945","25,507","25,037",-1.9,1.8,-0.1,0.3,4.2,"5,904","5,731","5,777","7,273"
704,HJ중공업,"16,979","16,288","16,958","17,065","17,209","13,005","10,675","9,490","21,401","18,452","10,346","9,500","27,336","24,702","21,939","23,852","34,418","22,252","18,739","19,532",-5.9,-37.0,11.8,3.4,-6.1,"-20,566","-12,935","-12,180","-13,587"
705,한진중공업홀딩스,"9,460","8,776","7,952","8,880","3,577","3,535","3,336","3,795","4,868","6,253","5,502","5,581","18,736","18,607","18,372","18,378","15,066","15,002","14,806","14,892",-7.6,0.0,1.6,-0.2,-0.4,"-5,021","-4,734","-4,774",390
706,한진칼,"13,049","12,035","4,088","3,953","8,543","6,667","11,983","4,058","6,521","5,994","8,886","13,071","28,501","26,937","34,886","37,547","11,261","12,730","18,243","19,305",9.5,-0.5,-9.4,-11.1,-1.0,"-3,637","-5,776","-8,402","-7,957"
707,한창,982,601,253,352,845,467,779,940,665,372,575,895,"1,062",918,"1,178","1,343",736,651,801,973,4.8,1.5,-1.8,-21.3,-22.4,-0,-27,-197,-415
709,한화,"487,402","504,124","509,265","528,361","137,205","152,427","149,538","176,347","148,700","160,027","156,521","164,690","1,695,486","1,822,862","1,911,783","2,023,664","1,525,955","1,640,222","1,734,606","1,813,191",0.8,0.5,0.1,0.4,1.1,"36,603","36,007","33,421","46,508"
713,한화솔루션,"90,460","94,574","91,950","107,252","50,125","53,227","49,584","60,740","51,325","58,310","52,511","57,879","152,315","156,811","151,373","200,076","90,044","98,753","91,696","118,063",6.1,1.1,-1.6,2.0,3.5,"44,965","41,759","44,298","50,514"
714,한화에어로스페이스,"44,532","52,641","53,214","64,151","38,770","45,636","51,227","62,835","31,441","33,290","39,004","43,301","73,967","87,084","94,648","110,458","47,609","58,531","64,751","71,143",-0.8,0.8,2.0,1.8,2.9,"13,731","14,759","15,812","18,120"
